text,label
i apply it i walk very fast around the room because the rush of air against the essence on my lips feels very cool,joy
i feel frustrated when i have new music and new lyrics that clearly have nothing to do with each other,anger
i must say that this makeover has been all consuming coupled with some major changes at work coworkers having babies and i feel like i have been a neglectful lady,sadness
i feel confident in saying the writers of the film are seemingly going to follow through with the classic comic story arc involving gwen stacey even if it doesnt happen until another sequel but i wont ruin that here,joy
i finally realized that all i needed was to be and feel useful and blogging allowed me to do that,joy
i feel privileged to be their mommy,joy
i want you to feel my awe and astonishment at this amazing thing that is happening,joy
i feel disturbed because of the world i saw through the camera s eyes,sadness
i really am feeling horribly irritable and a little bit depressed,anger
i am moving on and i feel sorry for you because i thought you were the most amazing boy ever,sadness
i am feeling regretful and i apologise,sadness
i spent a few hours listening to the thundershowers and feeling that gorgeous cool summer storm air across my ginormous pregnant self,joy
i get a feeling that why did i pay for getting so fucked,anger
i got high in the pleasing feelings that appear deceptively benevolent like convenience or comfort,joy
i had been feeling extremely homesick the first two days,sadness
i was reading the melee dps rant below just now and it brought to my attention the reason ive been feeling fairly dissatisfied in raids recently,anger
i like feeling submissive or at the very least that my lover is dominant,sadness
i always feel that accessories are the most important part of an outfit as they really pull it together so ive tried to choose jewellery which adds a little bit of sparkle to the outfits without being too in your face,joy
i glimpse at his clarity when he takes the reigns i can feel the calm,joy
i don t know what to do about it or how to do it almost feeling angry within myself that i can t do something tangible and pragmatic to help my sisters,anger
i feel so helpless and only hope that somehow they are receiving their dose of drugs that will help them get threw these hard times,sadness
i feel heartless now feeling bored and not believe in love anymore,anger
i can literally feel a hateful glare directed at me,anger
i wonder how they would feel if someone was screaming at them and then saying horribly rude things behind their back later,anger
i hate or love or feel complacent about what i am working on,joy
i really needed to hear today i really struggle feeling valuable just staying home i know it is important and that is why i do it but it was great hearing how much my husband values what i do every day,joy
i feel like i am very passionate about youtube and so id quite like to explain why i think youtube is the next best thing for entertainment,joy
i havent gone a week without exaggerated eyelids since year at school i feel pretty fucking shitty,sadness
i cant help but feel someones going to end up pissed at me,anger
i guess were annoyed agiatated and my sis feels hated darn cos i told her shes a geek i love you amy,anger
i had continued to think along those lines i probably would have done the dishes in anger and when he got up wed have had a fight about that with me feeling completely abused,sadness
ive been waiting to get some time alone for quite a few weeks now and when i finally get it im feeling a bit homesick,sadness
i remember a totally different feel having been a faithful dukes watcher growing up,joy
i feel pride that i don t have to buy a roll of quarters from the bodega on the corner and this feeling is the only thing that keeps me from being irate that our laundry room is oddly devoid of coin changer machines,anger
i feel helpless about it,sadness
i should feel all weepy,sadness
i feel like im the bitter old lady who has had such a long life and just cant deal with it anymore,anger
i dunno how else to describe how great i feel i swear ive been giggly all day,joy
i havent gotten them yet because i still resent paying dollars for a procedure that wasnt fully successful and since i wore glasses for years i feel ive been tortured enough,anger
i feel like she was bitter towards people who were in upper class just because they were in upper class,anger
i think this will help somebody out there that feels hopeless and alone,sadness
im feeling bitchy on saturday,anger
i literally just text tychelle to see if she wants to hang out because reading what i just wrote about my nonexistent social life made me feel so pathetic,sadness
im an introvert by which i mean i get re energized being alone and preferably in a quiet place so times in the crew galley when there are a lot of people in a relatively small place all talking at once can leave me feeling drained and in need of a dark room with nothing but whale noises,sadness
i feel like if people see the chinks in my armor they re going to decide that i m this fucked up person dismiss me as a hot mess and not want to be around me anymore,anger
i looked at my son run up was rubbish dad your step was shocking where were your arms i smiled at him seasons best though i said feeling a tad foolish and i still had two jumps left ground swallow me now,sadness
i feel awful for so but he has to know im not lying about what the kid does sometimes if hell stoop to pending on himself,sadness
i feel like this is like fake bogart said at one point in the show,sadness
i feel i am so strong enough to take this pain thinking how you did me wrong,joy
i feel so all alone no ones gonna fix me when im broke how do you cry with inanimate eyes,sadness
im feeling a little stressed out with it all,sadness
i suspect those might also be factors in making him not feel rich,joy
i feel as though this was a project we missed in february or last years february,sadness
when india lost the benson and hedges cricket trophy,sadness
i waited in line longer than usual i didnt feel impatient that my business was delayed i listened to the master about why this was occurring and how i could be of service during that moment,anger
i always feel dirty and used,sadness
i could buy i just want to see if i could recreate a recipe in order to feel superior and pretentious just kidding,joy
i feel like a tortured artist when i talk to her,anger
i did however feel somewhat disheartened at the end of tonight,sadness
im feeling so lousy they tried to cheer me up during school time and during choir practice,sadness
i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity,anger
i know it wouldn t have solved anything but i m sure that it would have momentarily made me feel less agitated for sure,anger
i now agreed with you i will only let us be the past i am happy that you were once part of my life i do feel honoured,joy
i have a feeling this month is going to have some damn cool things in store,joy
i feel like todd is getting too stressed or tired with caleb i will take him because i dont want caleb to feel that frustration,anger
i feel tat all of us in this world are clever just depending on how u are born if u are born to be errrr not good but it will still would have some good things that u have it just that u dun realise it lol i noe its quite lame hope no one have read it img src http shared,joy
i feel low not coz of the situations distance or the person but its that one thing that hurts you and makes you feel responsible for what i have done to myself,sadness
i actually feel inside which is so dangerous because apart from my shoulder i feel really amazing,anger
i suppose it s partly my fault for forgetting my earplugs but it s still really frustrating to feel like you re being permanently damaged for no apparent reason,sadness
i feel like the saddest most pathetic piece of shit on this planet,sadness
i feel all festive sitting down with my address book and list christmas songs in the background and writing a personal message in each one congratulations on your exam results,joy
i feel really lucky for everything i have this year a job a roof over my head heat and the ability to give my kids a fun christmas and if i have a little left over i want to pass if forward as the saying goes there but for the grace of god i go,joy
when i was years old my father travelled very much for his work he passed three months away from home,sadness
i just cant help but feel extremely jealous of them because theyve been together for a year and half and luke and i have been together for and a half and i have nothing,anger
i feel like him try to stay as faithful as possible to what he perceives as the real events that happened in that mountain,joy
i hate for anyone to ever feel left out awkward or less than,sadness
ive worn it once on its own with a little concealer and for the days im feeling brave but dont want to be pale then its perfect,joy
im feeling inspired by all the summery elements of my favorite past time beach bummin,joy
i kept staring at her quivering flower feeling that it was like a violent flower in time lapse photography a flower shivering with vigorous growth as it accelerated out to the flickering sun racing sky heralding the end of our relationship before it had even started,anger
im not only thankful that everything seems to be working out as i wrap week at my new job but also feeling pretty lucky to have the people we do in our lives,joy
i feel like thats a cop out having safe people,joy
i feel as though my sub arguments are stronger and i support my claims better than i did in the beginning,joy
i do feel very angered though,anger
i ve been feeling a bit cranky with the kids this week cranky baby whiny year old demanding preschooler so i wanted to stop and remember how blessed i really am,anger
i was sick of feeling so lethargic all the time,sadness
im feeling quite lonely here now and its only monday of half term,sadness
i started to feel dissatisfied by the ease and convenience of it all,anger
i havent really talked to anyone about it in depth because i feel like im being whiney repetetive and needy,sadness
i feel devastated disgusted and betrayed,sadness
i feel like a rockette and i also feel like im glad its over,joy
i was feeling stressed we were all like coiled springs and it wasnt going to end well,sadness
i know im not in the best place of my life still dealing with the infertility issue but i feel i have a lot to be thankful for,joy
id been struggling with feeling highly irritable toward my husband,anger
i feel like i had this bitchy undertone the whole convo like kinda sarcastic,anger
i know it was not pleasant for her and i feel selfish saying it but i think i would have fallen apart if i had been there,anger
i sit in the middle of the most stinking the most crowded the noisiest railway platform or fish market and start reading it i will still feel as if im in the most pleasant place ever,joy
i wanted it to feel like all these fabulous people at an incredible party fell asleep and when they woke up the place had been a bit overtaken with lush florals and greenery,joy
i was a bit more bouncier than usual i didnt feel as grouchy about everything as normal,anger
i was feeling strong and sassy so i went out back and got the aluminum ladder and carried it up to the house,joy
i flung into my suitcase at the last minute didn t break on the crossing over or explode in the pressurized cabin so thus far i m feeling pretty splendid about things,joy
im not sure how i feel about him yet he seemed kind of distracted and out of it but we decided wed give him until the end of the week to prove himself to us,anger
i feel we do have some control over our petty dissatisfactions by trying to act or think and then feel more positive about our own lives,anger
i came back and for some reason my mind feels blank,sadness
i had seen but theres just something about their set that makes you feel so glad to be there,joy
im feeling less annoyed with him,anger
i feel assured thankk god,joy
i feel disgusted that any criminal justice system in the st century could know the full details of it all and deny it to be named as abusive,anger
i still feel brave when i walk into the saudi perfume scented terminal at dulles where my flight will leave from in an hour,joy
i feel so angry that cancer is slowly killing my dad,anger
i feel like not enough people my age actually think that most are pretty devastated that their s have come and gone,sadness
i read the ny times i feel very inadequate,sadness
i can feel the cold wind,anger
i was half feeling very irritated and just wanted to get out of a amp f lol,anger
i do realize that this is a unique situation and is by no means representative of the majority of amazing birth moms out there who make hard decisions in the best interests of their children but i can t help but feel jaded by the experience,sadness
i want to understand how i can count all things joy when life feels anything but joyful,joy
i am a very generous person in that i give quality time and make people feel special,joy
i feel content without knowing the rest of their story,joy
i feel as a child innocent feelings illustrating a,joy
i think i like how it feels more lively in the dorama,joy
i perform a submarine cartwheel before i feel a violent tug on my ankle as my board gets hauled towards the beach,anger
i feel like a rebellious year old that stands in the doorway flicking the lights off and on in the depths of my spirit,anger
i feel frustrated about especially last night is not in doing all those things i actually enjoy them but in finding the time to do them,anger
a certain friend tried to push me off a seat in a very violent way for no apparent reason it may be that he was excited about something,anger
im excited to see where this goes and at least i feel like im doing something rather than just sitting around feeling unhappy with how things are,sadness
i feel like i spend most of my time over thinking and over analyzing pretty much everything,joy
i still feel disappointed though,sadness
i feel getting or gifting a life time subscription is vital,joy
i feel extremely needy though i dont feel this way too often,sadness
i feel very irritated and annoyed today,anger
i feel weepy already,sadness
i used to walk over to my neighbors and hang out with him while he worked in his shop but i kinda got the feeling i was unwelcome,sadness
i always had a feeling of being in shape and became increasingly frustrated with the daily accumulation of body fat elusive,anger
i have depression and things just started getting better but today i felt so bad you know they feeling in the pit of you heart that your a worthless failure,sadness
i often feel that working in it is like being a hopefully benevolent goliath that is often undone by the humblest of davids,joy
i feel as if anything less than points is acceptable and that we can forgive the team for losing at old trafford or stamford bridge,joy
im just feeling rebellious,anger
i feel like a woman should be respected at all times therefore i made the right decision he said,joy
i went home from the bar and crashed at waking up at this morning feeling mostly fantastic,joy
i feel this way is probably because i am dumb and i try my hardest to cover it up by reading lots and lots of books or you know becoming a doctor,sadness
i have gone to kitoben and worked with the children and on the playground i feel very joyful to be able to be working for others,joy
i can whine and pour my heart out without feeling awkward,sadness
im feeling slightly irritable but generally level headed and actually not in a bad mood,anger
i feel like i m not really sure where everything is leading and i d look like a boob if i misrepresent things,joy
i feel wronged but the judges people make at times however i also found out that actually in life we just need to be responsible to our own actions and and the people around us,anger
i remember feeling how my husband felt when i would see people being rude to my mom and mom just being her sweet self to them,anger
i still feel incredibly listless being in albuquerque but at least the weather is improving more or less,sadness
im feeling distracted i tend to practice with my eyes shut as much as possible,anger
i do not know what to do in my current space to make myself feel more comfortable,joy
i got the feeling she hated that that i would not admit it let it in i know ive hated every single obstacle that kept it from her every single leaden block that kept being placed in our once clear path to one anothers arms,anger
i guess im feeling pretty mellow these days,joy
i feel rebellious today so i ll leave this as a warning to myself on how radical i can be,anger
when they phoned me from greatbritain to tell me that i could go there,joy
i feel dissatisfied with the advances we ve made rather than this team stinks,anger
i begin to feel embarrassed about the way i acted and sometimes i just feel downright unloveable,sadness
i feel awkward and so i start acting awkward lol,sadness
im even starting to feel more sociable,joy
listening to my roommate boasting about her new clothes,anger
i found working out of detroit specialized in christian literature lol im feeling a little grouchy tonight,anger
i do hope that some simply transferred to another benedictine monastery that they didn t all feel so disillusioned that they walked away from monastic life altogether,sadness
i know takes a lot of present moment awareness and part will be the challenge of accepting things as they are so i don t set up a feeling of wanting or discontent,sadness
i sure feel sorry for what happened to your friend diego he was your friend right,sadness
i am feeling a little groggy this morning not to mention a headache,sadness
i am feeling to embarrassed about my body to take my son to the local pool i ll think of this poor woman and just rock the most scandalous piece of swimwear available,sadness
i was thinking about going out to dinner but im feeling like i might not be bothered too,anger
i remember reading red seas under red skies and feeling a bit disappointed,sadness
i feel so pathetic that i stoop down to that level but i really really just want to be happy with whatever i have,sadness
i feel a little bit brave,joy
i won t do any weights till i feel more lively,joy
i just want to say all the things i want to say without feeling embarrassed or making other people upset,sadness
i feel more graceful already,joy
i feel were most successful sodden shattered squeeze sardonic and squat,joy
im feeling on the mellow side today,joy
i can go from elated laughing to plunging back into my extreme misery at a simple exchange that it feels so dangerous now,anger
i feel it all one of the many standouts from feist s dare i say masterpiece album the reminder broke down the usual barrier between audience and performer,sadness
i feel as though i gush on an on about the gorgeous colors of the produce we receive through our farm share and i have to do it again this week,joy
i feel so disgusted and ashamed of myself,anger
im feeling quite positive at the moment,joy
i was running hard i was running fast and i feel like the last minutes i was probably hitting low s,sadness
i would recommend it strongly for any who feel isolated or lonely or even just interested in getting together with people in a still living good old fashioned truly diverse americana kind of way,sadness
im very very very very sorry i havent been feeling very well,joy
i feel i am more of innocent and easily getting emotional to silly things,joy
i love that she doesnt always feel brave,joy
i feel bad about that but this last years i started to realize no matter how many friends i have or know it doesnt matter im still a loner,sadness
i loved feeling lily move and have missed it so much,sadness
i post this today partly because it s how today is and partly because i sometimes worry that my reputation for positivity might make people feel that my message is you should be happy all the time,joy
i start to feel agitated inside,anger
i can see the shallow of many lives and if i try to give love or atention to that person then i can see the distance and the confusion looks to me that people stop trusting others and feel insulted or misstreated by affeccion,anger
i am left feeling rejected judged and deemed inadequate,sadness
i feel like robin is very troubled right now maeve feel free to comment,sadness
i am feeling rather bitter and rather defeated over a multitude of subjects but lets talk about the main one,anger
i feel very angry and upset with my customer,anger
i feel so worthless during those times i was struggling finding work,sadness
i won t get into making excuses for the man he s a big boy and can do that for himself and his staff i walked away from red rooster feeling dissatisfied underwhelmed and confused,anger
i guess ive been feeling agitated lately,anger
i do not feel comfortable staying in my house i feel relentless when im asked to do something tired almost all the time and bored without my own money,joy
i felt out of control i hated myself for feeling it then felt more out of control hated myself for hating that i hated it and it just got worse until i was walking to work in a haze trying to not curl up on the pavement and just,anger
i can find and plan to do something with them as i feel the landscape of the aftermath is vital to this genre s appeal,joy
i now feel more intelligent about my followers myself and how i use a href http twitter,joy
i a href http feeling groggy,sadness
i have this nagging feeling that i fucked everything up on the first try,anger
i barely seem to remember where i live in the middle of coming to terms with the likelihood that i would just be single for the rest of my life and feeling pretty content about that,joy
i think about it how harmless that insect is i feel pathetic to be so overpowered by fear,sadness
i know that i feel more successful now writing a blog in my sweatpants while my baby sleeps on me than i did when i commuted on trains and ferries with a business card in the pocket of my armani blazer,joy
i feel absolutely shitty,sadness
i often feel real gloomy theres always another large government program on the horizon our freedoms are consistently contracted our wallets are pilfered for the benefit of fat cat corporate bankers and the public continues to vote in the politicians who steal from us every day,sadness
i also feel extremely blessed to be marrying into such a loving family,joy
i feel angry or resentful all i need do is remind myself that each day sober has been made possible by a fellowship which supports me all the way,anger
i am still working on how to get past feeling deprived by saying no to foods that are fat sugar filled,sadness
i feel the market is in a somewhat dangerous position for traders who end up on the wrong side right now,anger
i took a little liberty here artistic license perhaps and went with a festive feeling for these as well,joy
i feel ugly i m more inclined to wear ratty jeans and a sweatshirt than a beautiful dress though i might still wear a pair of heels around my house to boost my self esteem ever so slightly but i definitely won t bother to buy a new pair,sadness
i end up getting unwanted attention from boys i want little to do with or ill be sort of starting something with a boy then find myself flirtiing with others in his presence or ill feel really insincere around boys that i do like,anger
i went for the large double double along with a chocolate chip muffin i was feeling dangerous,anger
i feel selfish for that choice i made i just beg that you dont let your love for me go away,anger
i would really recommend taking this approach because the last thing you want is to feel disappointed when your little nugget arrives,sadness
im not as low as my much dreaded lowests i have been feeling a zap and strain on fabulous in the last week,joy
i feel so pained by a situation or circumstance or i become so frustrated by something that is so out of my control and completely unacceptable that instead of looking like a crazy person running around cursing and screaming i throw a tantrum in my mind,sadness
i feel so peaceful so i know i made the right decision,joy
i feel exhausted and just want to be taken care of,sadness
i feel so regretful not going but,sadness
i am heavy and i feel dull all over i think i ve stopped breathing,sadness
im feeling a bit bitchy tonight so i will be,anger
i feel that learning more about animals and the amazing things they can do just points to a wondrous creator,joy
i like to buck the system and climb on my soapbox when i feel wronged or see others wronged but for the most part i am more comfortable with a society that accepts certain behaviors as moral truths,anger
there was joy in me when i heard that i was to take a course as a medical assistant,joy
i had a secretary called fran who had landed from dublin on a whim and much to her surprise found herself in a permanent job before she had a chance to feel homesick and head back to holyhead,sadness
i feel optimistic that he ll settle in before too long once we ve arrived,joy
i was not aware of his point of view as a white european who had undertaken this trip as a fulfillment of a childhood dream but maybe because of this awareness i was able to feel the tragic dawning marlowe experiences of humanitys ruthless rapacity and greed,sadness
i feel that this was their mistake and they are just being rude,anger
i sat on a windy beach feeling thoroughly annoyed i vowed id be back and i would climb scafell,anger
ive been procrastinating about the post birthday entry and now that its well past the fact it feels somewhat unimportant to even mention,sadness
i just feel this strong desire to know more about my name sake the ensigns,joy
i took a minute to appreciate the trees around me and the calming energy that they gave me at a time when i was feeling a little bit irritable,anger
i was feeding morla i started to feel agitated and for no reason,anger
i feel peaceful and not particularly stressed about anything,joy
i dint feel any strong pain yet just cramping which comes and go like what i used to have during menses,joy
ive worked really hard all year to try to make each child in the class feel like they are valued,joy
i feel like a positive ball of inspiration,joy
i feel more irritable and i feel more sensible now than ever,anger
i feel the depths of sorrow and suffering in love because i have felt its heights of joy and goodness,sadness
i feel christmas more special than ever,joy
i have gained lbs back and i feel terrible about it,sadness
i drank a lot and i got my hands on all sorts of drugs but most of the pain im feeling today can be blamed on lack of sleep and the hours we spent walking around atlanta,sadness
im feeling brave today so here goes,joy
i refuse to cut my hair too early and then possibly throw myself into some sort of depression because i don t like the length of it or don t feel pretty enough,joy
i feel many petty people have judged me simply because i may be one,anger
im feeling lethargic these days hence the long hiatus,sadness
i feel less shitty,sadness
i feel edmontonians are superior to the residents of any other major city but if you ask me what keeps me living here despite my obvious hatred for the climate of the year then my response is family and friends,joy
i texted haircute rather than haircut but since i feel like i was cute afterwards haircute is justified,joy
i want them to feel eager to attend a amp m i want them to feel like they belong,joy
i am so tired about it and i feel so fucked up,anger
i arrived in anchorage it only took a few hours after spending time with my parents eating at a local favorite joint and then going on a stroll in my parent s my childhood neighborhood to be able to take a big sigh and feel relieved,joy
i feel that she was trying to hurt me,sadness
i cant shake the im hiding how i feel about myself beneath a fab jacket vibe and this style doesnt mesh well with most of the clothes i wear,joy
i needed a plan on how to get rid of that feeling it was totally taking over everything i am totally distracted at work with everything i m trying to do in any free time i have in the evenings the projects are taking over my life and the fact that i totally feel burnt out by it all,anger
i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you,anger
i say nothing then i my feelings are hurt i feel uncomfortable and direspected,sadness
i feel too bitchy to do something like that to my family because theyre going through the same shit i am,anger
i guess i feel that if i don t fulfill some of my artistic pursuits now i certainly won t have the time when the economy picks up,joy
i spent the day laughing so much i can feel my jaw aching for all the exercises and stretches it made,sadness
i feel inspired to get back to my indigo pot,joy
i have really notcied is my mental clarity like im finally beginning to wake up after years of a foggy brain and feeling lethargic,sadness
i feel so resentful about having to take care of us and not getting to do what i want to do,anger
i miss yall miss your comments and feedback and feel a little resentful that id had to shut it off due to a few bad apples to folks who just dont understood much as i might be baffled as well by their lives,anger
i feel awkward because i have a grown child of my own but at the same time i try to place myself in their shoes and when i do that i realize i would do the same for my child no matter the age,sadness
i feel like im presenting myself in a less hostile manner now when i am dragged to an event or gathering full of stupid fake people,anger
i can t even stand this feeling because i realize that everything is for nothing i will never be with you and i will never see you in my life it hurts but i keep supporting you,joy
i even feel welcomed into their fold,joy
i get this sudden feeling that i am completely annoyed at him,anger
i feel unimportant so inadequate,sadness
i have loved not feeling rushed here,anger
i don t believe these feelings can be blamed solely on the lack of empathy towards family life by government policy makers and employers which the analysis on this survey would seem to suggest,sadness
i realized grudgingly that a feeling of discontent had begun to rise in me,sadness
i questioned myself wondering why didnt i feel jubilant,joy
i wanted to avoid feeling rushed,anger
i am crushed and think of suicide but i will not ever ever give up on my kids i will fight and prove her psychotic behavior to everyone she has noconscience and feels joy to hurt me but i will prevail,sadness
i swallowed my feelings trusting him,joy
i feel like i am totally trusting someone my soul cannot submit to that and so walls go up and the restlessness never ends,joy
i write when i am feeling happy and childish,joy
i vividly remember feeling so offended that she would even dream such a thing could be a choice,anger
i feel horrible rel bookmark permalink,sadness
i feel terrible but i can t even remember all the girls that came to pray with me last night,sadness
im feeling much more positive about the impending move,joy
im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,joy
im feeling playful google doodle of pac man game,joy
i hope to see or feel a mad glint in your eye because some madness some pathological curiosity is needed,anger
i came home one day and discovered that my sister had borrowed my car and had gotten into an accident with it my entire front bumper was destroyed,anger
i am feeling manipulkated and wronged by my son and its as though he is lucy and i am charlie brown,anger
when i saw a man hitting a child of years without any consideration,anger
i feel hateful of myself for being alone,anger
i feel like i need cute pictures to share,joy
i think that now if i were to ride it without you or with another person present i would feel disheartened,sadness
i think its the case that whether people like anne coulter or ed schultz really feel as outraged as they do their viewers most certainly do feel that kind of outrage and anger about the substance of their collective tirades,anger
i am in a place where i feel hopeful of finally getting a job at another warehouse distributors like where i did work but the products are floral instead of stationary accessories art bags and such,joy
i persevered and km later im feeling pretty smug,joy
i feel like an idiot around my friends target blank rel nofollow title friendfeed img src http dearwendy,sadness
i know many young women sometimes feel like their career is much more important than a family but i would like to share with them the fact that they have a biological clock and at a certain time they may wish to have children but can t yet a man can still have children,joy
i spent the rest of the morning feeling discouraged and disappointed,sadness
i feel pretty tortured because i work a job and often the inspiration strikes while im at work,anger
i feel inside or how that creative person seems to be gone,joy
i feel like i shouldnt bother people with these petty stupid little pathetic thoughts i feel like no one really would care to know what really goes on inside my head,anger
i am feeling irritable cranky often,anger
i finished the bike not only feeling strong but like i had a complete success out there i nailed what i wanted to do and my bike split was at the faster end of what i thought i could do,joy
i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol,anger
i feeling stressed,anger
im so tired and heavy all the time its a familiar feeling though not a pleasant one,joy
i suggested greys and blues with warm tones as the room is north facing and could feel quite cold and flat,anger
i not seeing and feeling the divine,joy
i do feel offended and i think justly,anger
i can get to the bottom of this feeling and not just berate myself for feeling dissatisfied,anger
